label,contract,attempt,call_type,provider,model,prompt_tokens,completion_tokens,total_tokens,elapsed_s,is_fallback,est_cost_usd
Overflow-Underflow,buggy_38.sol,2,prediction,claude_cli,claude-sonnet-5,9368,81,9449,5.634,False,0.038278
Overflow-Underflow,buggy_39.sol,1,prediction,claude_cli,claude-sonnet-5,5344,41,5385,4.41,False,0.021782
Overflow-Underflow,buggy_39.sol,2,prediction,claude_cli,claude-sonnet-5,5634,41,5675,4.3269,False,0.022942
Overflow-Underflow,buggy_40.sol,1,prediction,claude_cli,claude-sonnet-5,9077,25,9102,4.9347,False,0.036554
Overflow-Underflow,buggy_40.sol,2,prediction,claude_cli,claude-sonnet-5,9340,25,9365,4.6391,False,0.037606
Overflow-Underflow,buggy_41.sol,1,prediction,claude_cli,claude-sonnet-5,9431,73,9504,5.107,False,0.03845
Overflow-Underflow,buggy_41.sol,2,prediction,claude_cli,claude-sonnet-5,9685,53,9738,4.8394,False,0.039266
Overflow-Underflow,buggy_41.sol,3,prediction,claude_cli,claude-sonnet-5,9695,73,9768,5.2071,False,0.039506
Overflow-Underflow,buggy_42.sol,1,prediction,claude_cli,claude-sonnet-5,9283,75,9358,5.3367,False,0.037878
Overflow-Underflow,buggy_42.sol,2,prediction,claude_cli,claude-sonnet-5,9527,73,9600,5.1295,False,0.038834
Overflow-Underflow,buggy_43.sol,1,prediction,claude_cli,claude-sonnet-5,8654,81,8735,5.31,False,0.035422
Overflow-Underflow,buggy_43.sol,2,prediction,claude_cli,claude-sonnet-5,8821,81,8902,5.0947,False,0.03609
Overflow-Underflow,buggy_44.sol,1,prediction,claude_cli,claude-sonnet-5,8613,81,8694,4.9719,False,0.035258
Overflow-Underflow,buggy_44.sol,2,prediction,claude_cli,claude-sonnet-5,8855,81,8936,4.8145,False,0.036226
Overflow-Underflow,buggy_45.sol,1,prediction,claude_cli,claude-sonnet-5,9072,81,9153,5.0362,False,0.037094
Overflow-Underflow,buggy_45.sol,2,prediction,claude_cli,claude-sonnet-5,9315,81,9396,5.362,False,0.038066
Overflow-Underflow,buggy_46.sol,1,prediction,claude_cli,claude-sonnet-5,3495,15,3510,5.0355,False,0.014126
Overflow-Underflow,buggy_46.sol,2,prediction,claude_cli,claude-sonnet-5,3827,21,3848,4.4051,False,0.015514
Overflow-Underflow,buggy_46.sol,3,prediction,claude_cli,claude-sonnet-5,3795,15,3810,4.4181,False,0.015326
Overflow-Underflow,buggy_47.sol,1,prediction,claude_cli,claude-sonnet-5,9001,77,9078,4.9498,False,0.03677
Overflow-Underflow,buggy_47.sol,2,prediction,claude_cli,claude-sonnet-5,9217,77,9294,5.0892,False,0.037634
Overflow-Underflow,buggy_48.sol,1,prediction,claude_cli,claude-sonnet-5,9533,45,9578,4.1059,False,0.038578
Overflow-Underflow,buggy_48.sol,2,prediction,claude_cli,claude-sonnet-5,9810,81,9891,5.5638,False,0.040046
Overflow-Underflow,buggy_48.sol,3,prediction,claude_cli,claude-sonnet-5,9785,53,9838,4.786,False,0.039666
Overflow-Underflow,buggy_49.sol,1,prediction,claude_cli,claude-sonnet-5,5316,41,5357,4.2621,False,0.02167
Overflow-Underflow,buggy_49.sol,2,prediction,claude_cli,claude-sonnet-5,5559,41,5600,4.3709,False,0.022642
Overflow-Underflow,buggy_50.sol,1,prediction,claude_cli,claude-sonnet-5,7719,57,7776,4.8212,False,0.031442
Overflow-Underflow,buggy_50.sol,2,prediction,claude_cli,claude-sonnet-5,7976,71,8047,5.3069,False,0.03261
Overflow-Underflow,buggy_50.sol,3,prediction,claude_cli,claude-sonnet-5,8004,73,8077,5.2185,False,0.032742
