block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
75,imaginary,block_75_imag,542,542,542
76,function,play_tmstmp2,543,545,
77,imaginary,block_77_imag,546,547,
78,function,_burn,548,567,
79,function,bug_tmstmp17,568,570,568
80,imaginary,block_80_imag,571,571,
81,function,_move,572,587,
82,function,bug_tmstmp37,588,590,588
83,imaginary,block_83_imag,591,591,
84,function,_approve,592,600,
85,imaginary,block_85_imag,601,601,601
86,function,play_tmstmp3,602,605,
87,imaginary,block_87_imag,606,607,
88,function,_callTokensToSend,608,622,
89,function,bug_tmstmp9,623,625,623
90,imaginary,block_90_imag,626,627,
91,function,_callTokensReceived,628,645,
92,function,bug_tmstmp25,646,648,646
93,imaginary,block_93_imag,649,656,
94,function,add,657,660,
95,imaginary,block_95_imag,661,662,
96,function,remove,663,666,
97,imaginary,block_97_imag,667,668,
98,function,has,669,672,
99,imaginary,block_99_imag,673,677,
100,function,bug_tmstmp13,678,680,678
101,imaginary,block_101_imag,681,690,"682,690"
102,function,play_tmstmp19,691,694,
103,imaginary,block_103_imag,695,700,
104,function,isMinter,701,703,
105,imaginary,block_105_imag,704,704,704
106,function,play_tmstmp26,705,707,
107,imaginary,block_107_imag,708,708,
108,function,addMinter,709,711,
109,function,bug_tmstmp20,712,720,712
110,imaginary,block_110_imag,721,721,
111,function,renounceMinter,722,724,
112,function,bug_tmstmp32,725,733,725
113,imaginary,block_113_imag,734,734,
114,function,_addMinter,735,738,
115,imaginary,block_115_imag,739,739,739
116,function,play_tmstmp38,740,742,
117,imaginary,block_117_imag,743,743,
118,function,_removeMinter,744,747,
119,function,bug_tmstmp4,748,756,748
120,imaginary,block_120_imag,757,772,"762,764,772"
121,function,play_tmstmp7,773,776,
122,imaginary,block_122_imag,777,782,
123,function,isPauser,783,785,
124,imaginary,block_124_imag,786,786,786
125,function,play_tmstmp23,787,790,
126,imaginary,block_126_imag,791,791,
127,function,addPauser,792,794,
128,imaginary,block_128_imag,795,795,795
129,function,play_tmstmp14,796,798,
130,imaginary,block_130_imag,799,799,
131,function,renouncePauser,800,802,
132,imaginary,block_132_imag,803,803,803
133,function,play_tmstmp30,804,806,
134,imaginary,block_134_imag,807,807,
135,function,_addPauser,808,811,
136,function,bug_tmstmp8,812,820,812
137,imaginary,block_137_imag,821,821,
138,function,_removePauser,822,825,
139,imaginary,block_139_imag,826,826,826
140,function,play_tmstmp39,827,830,
141,imaginary,block_141_imag,831,847,"835,839"
142,function,bug_tmstmp36,848,856,848
143,imaginary,block_143_imag,857,858,
144,function,paused,859,861,
145,imaginary,block_145_imag,862,862,862
146,function,play_tmstmp35,863,866,
147,imaginary,block_147_imag,867,880,
148,function,pause,881,884,
149,function,bug_tmstmp40,885,893,885
150,imaginary,block_150_imag,894,895,
151,function,unpause,896,899,
152,function,bug_tmstmp33,900,902,900
153,imaginary,block_153_imag,903,915,915
154,function,play_tmstmp27,916,919,
155,imaginary,block_155_imag,920,920,
156,function,mint,921,924,
157,imaginary,block_157_imag,925,925,925
158,function,play_tmstmp31,926,929,
159,imaginary,block_159_imag,930,930,
